Attrition_Flag,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerJobLevel,TenureRatio,YearsSincePromotionRatio,IsFrequentTraveler,HasLongCommute,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research_and_Development,Department_Sales,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory_Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
0,24,673,11,2,1,96,4,2,3,4011,8232,0.0,18,3,4,1,5.0,5,2,4,2.0,1.0,3.0,2005.5,0.4,0.2,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,36,1218,9,4,3,82,2,1,1,3407,6986,7.0,23,4,2,0,10.0,4,3,5,3.0,0.0,3.0,3407.0,0.5,0.0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,34,419,7,4,1,53,3,3,2,11994,21293,0.0,11,3,3,0,13.0,4,3,12,6.0,2.0,11.0,3998.0,0.46153846153846156,0.15384615384615385,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,21,391,15,2,3,96,3,1,4,1232,19281,1.0,14,3,4,0,0.0,6,3,0,0.0,0.0,0.0,1232.0,0.0,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,34,699,6,1,2,83,3,1,1,2960,17102,2.0,11,3,3,0,8.0,2,3,4,2.0,1.0,3.0,2960.0,0.4,0.2,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,53,1282,5,3,3,58,3,5,3,16581,10735,4.0,11,3,4,1,26.0,3,2,14,13.0,4.0,8.0,3316.2,0.8666666666666667,0.26666666666666666,0,0,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,32,1125,16,1,2,72,1,1,1,3919,4681,1.0,22,4,2,0,10.0,5,3,10,2.0,6.0,7.0,3919.0,0.18181818181818182,0.5454545454545454,1,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
0,42,691,8,4,3,48,3,2,2,6825,21173,0.0,11,3,4,1,10.0,2,3,9,7.0,4.0,2.0,3412.5,0.7,0.4,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,44,477,7,4,1,42,2,3,4,10248,2094,3.0,14,3,4,1,24.0,4,3,18,6.0,5.0,14.5,3416.0,0.3157894736842105,0.2631578947368421,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,46,705,2,4,2,83,3,5,1,16581,22822,3.0,12,3,4,0,22.0,2,2,2,2.0,2.0,1.0,3316.2,0.6666666666666666,0.6666666666666666,0,0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,33,924,2,3,3,78,3,1,4,2496,6670,4.0,11,3,4,0,7.0,3,3,1,1.0,0.0,0.0,2496.0,0.5,0.0,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0,44,1459,10,4,4,41,3,2,4,6465,19121,2.0,13,3,4,0,9.0,5,4,4,2.0,1.0,3.0,3232.5,0.4,0.2,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
0,30,125,9,2,4,83,2,1,3,2206,16117,1.0,13,3,1,0,10.0,5,3,10,0.0,1.0,8.0,2206.0,0.0,0.09090909090909091,0,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1,39,895,5,3,4,56,3,2,4,2086,3335,3.0,14,3,3,1,19.0,6,4,1,0.0,0.0,0.0,1043.0,0.0,0.0,0,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
1,24,813,1,3,2,61,3,1,4,2293,3020,2.0,16,3,1,1,6.0,2,2,2,0.0,2.0,0.0,2293.0,0.0,0.6666666666666666,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
0,43,1273,2,2,4,72,4,1,3,2645,21923,1.0,12,3,4,2,6.0,3,2,5,3.0,1.0,4.0,2645.0,0.5,0.16666666666666666,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,50,869,3,2,1,86,2,1,3,2683,3810,1.0,14,3,3,0,3.0,2,3,3,2.0,0.0,2.0,2683.0,0.5,0.0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True
0,35,890,2,3,4,97,3,1,4,2014,9687,1.0,13,3,1,0,2.0,3,3,2,2.0,2.0,2.0,2014.0,0.6666666666666666,0.6666666666666666,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,36,852,5,4,2,82,2,1,1,3419,13072,8.5,14,3,4,1,6.0,3,4,1,1.0,0.0,0.0,3419.0,0.5,0.0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
0,33,1141,1,3,3,42,4,2,1,5376,3193,2.0,19,3,1,2,10.0,3,3,5,3.0,1.0,3.0,2688.0,0.5,0.16666666666666666,1,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,35,464,4,2,3,75,3,1,4,1951,10910,1.0,12,3,3,1,1.0,3,3,1,0.0,0.0,0.0,1951.0,0.0,0.0,0,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0,27,1240,2,4,4,33,3,1,1,2341,19715,1.0,13,3,4,1,1.0,6,3,1,0.0,0.0,0.0,2341.0,0.0,0.0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,26,1357,25,3,1,48,1,1,3,2293,10558,1.0,12,3,3,0,1.0,2,2,1,0.0,0.0,1.0,2293.0,0.0,0.0,0,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
0,27,994,8,3,4,37,3,3,3,8726,2975,1.0,15,3,4,0,9.0,0,3,9,8.0,1.0,7.0,2908.6666666666665,0.8,0.1,1,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,30,721,1,2,3,58,3,2,4,4011,10781,1.0,23,4,4,0,12.0,2,3,12,8.0,3.0,7.0,2005.5,0.6153846153846154,0.23076923076923078,1,0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,41,1360,12,3,2,49,3,5,3,16581,16280,1.0,12,3,4,0,23.0,0,3,18,14.5,7.5,8.0,3316.2,0.7631578947368421,0.39473684210526316,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,34,1065,23,4,2,72,3,2,3,4568,10034,0.0,20,4,3,0,10.0,2,3,9,5.0,7.5,7.0,2284.0,0.5,0.75,0,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,37,408,19,2,2,73,3,1,2,3022,10227,4.0,21,4,1,0,8.0,1,3,1,0.0,0.0,0.0,3022.0,0.0,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,46,1211,5,4,1,98,3,2,4,5772,20445,4.0,21,4,3,0,14.0,4,3,9,6.0,0.0,8.0,2886.0,0.6,0.0,1,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
0,35,1229,8,1,4,36,4,1,4,2269,4892,1.0,19,3,4,0,1.0,2,3,1,0.0,0.0,1.0,2269.0,0.0,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
1,48,626,1,2,1,98,2,3,3,5381,19294,8.5,13,3,4,0,23.0,2,3,1,0.0,0.0,0.0,1793.6666666666667,0.0,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
1,28,1434,5,4,3,50,3,1,3,3441,11179,1.0,13,3,3,0,2.0,3,2,2,2.0,2.0,2.0,3441.0,0.6666666666666666,0.6666666666666666,0,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True
0,44,1488,1,5,2,75,3,2,1,5454,4009,5.0,21,4,3,1,9.0,2,2,4,3.0,1.0,3.0,2727.0,0.6,0.2,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,35,1097,11,2,3,79,2,3,1,9884,8302,2.0,13,3,3,1,10.0,3,3,4,0.0,2.0,3.0,3294.6666666666665,0.0,0.4,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,26,1443,23,3,3,47,2,2,4,4157,21436,7.0,19,3,3,1,5.0,2,2,2,2.0,0.0,0.0,2078.5,0.6666666666666666,0.0,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,33,515,1,2,1,98,3,3,4,13458,15146,1.0,12,3,3,0,15.0,1,3,15,14.0,7.5,12.0,4486.0,0.875,0.46875,1,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
0,35,853,18,5,2,71,3,3,1,9069,11031,1.0,22,4,4,1,9.0,3,2,9,8.0,1.0,8.0,3023.0,0.8,0.1,1,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,35,1142,23,4,3,30,3,1,1,4014,16002,3.0,15,3,3,1,4.0,3,3,2,2.0,2.0,2.0,4014.0,0.6666666666666666,0.6666666666666666,0,1,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
0,31,655,7,4,4,48,3,2,4,5915,9528,3.0,22,4,4,1,10.0,3,2,7,7.0,1.0,7.0,2957.5,0.875,0.125,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,37,1115,1,4,1,51,2,2,3,5993,2689,1.0,18,3,3,1,7.0,2,4,7,5.0,0.0,7.0,2996.5,0.625,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,32,427,1,3,1,33,3,2,4,6162,10877,1.0,22,4,2,1,9.0,3,3,9,8.0,7.0,8.0,3081.0,0.8,0.7,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
0,38,653,29,5,4,50,3,2,4,2406,5456,1.0,11,3,4,0,10.0,2,3,10,3.0,7.5,9.0,1203.0,0.2727272727272727,0.6818181818181818,1,1,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,50,989,7,2,2,43,2,5,3,16581,16701,5.0,12,3,4,1,28.5,2,2,18,3.0,7.5,8.0,3316.2,0.15789473684210525,0.39473684210526316,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,59,1435,25,3,1,99,3,3,1,7637,2354,7.0,11,3,4,0,28.0,3,2,18,14.5,7.0,9.0,2545.6666666666665,0.7631578947368421,0.3684210526315789,0,1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,36,1223,8,3,3,59,3,3,3,10096,8202,1.0,13,3,2,3,17.0,2,3,17,14.0,7.5,8.0,3365.3333333333335,0.7777777777777778,0.4166666666666667,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,55,836,8,3,4,33,3,4,3,14756,19730,2.0,14,3,3,3,21.0,2,3,5,0.0,0.0,2.0,3689.0,0.0,0.0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,36,1195,11,3,2,95,2,2,2,6499,22656,1.0,13,3,3,0,6.0,3,3,6,5.0,0.0,3.0,3249.5,0.7142857142857143,0.0,1,0,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,45,1339,7,3,2,59,3,3,1,9724,18787,2.0,17,3,3,1,25.0,2,3,1,0.0,0.0,0.0,3241.3333333333335,0.0,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,35,664,1,3,2,79,3,1,1,2194,5868,4.0,13,3,4,1,5.0,2,2,3,2.0,1.0,2.0,2194.0,0.5,0.25,1,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,36,318,9,3,4,79,2,1,3,3388,21777,0.0,17,3,1,1,2.0,0,2,1,0.0,0.0,0.0,3388.0,0.0,0.0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
0,59,1225,1,1,1,57,2,2,3,5473,24668,7.0,11,3,4,0,20.0,2,2,4,3.0,1.0,3.0,2736.5,0.6,0.2,1,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,29,1328,2,3,3,76,3,1,2,2703,4956,0.0,23,4,4,1,6.0,3,3,5,4.0,0.0,4.0,2703.0,0.6666666666666666,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,31,1082,1,4,3,87,3,1,2,2501,18775,1.0,17,3,2,0,1.0,4,3,1,1.0,1.0,0.0,2501.0,0.5,0.5,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,32,548,1,3,2,66,3,2,2,6220,7346,1.0,17,3,2,2,10.0,3,3,10,4.0,0.0,9.0,3110.0,0.36363636363636365,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,36,132,6,3,2,55,4,1,4,3038,22002,3.0,12,3,2,0,5.0,3,3,1,0.0,0.0,0.0,3038.0,0.0,0.0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,31,746,8,4,3,61,3,2,4,4424,20682,1.0,23,4,4,0,11.0,2,3,11,7.0,1.0,8.0,2212.0,0.5833333333333334,0.08333333333333333,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,35,776,1,4,3,32,2,2,1,4312,23016,0.0,14,3,2,0,16.0,2,3,15,13.0,2.0,8.0,2156.0,0.8125,0.125,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,45,193,6,4,4,52,3,3,1,13245,15067,4.0,14,3,2,0,17.0,3,4,0,0.0,0.0,0.0,4415.0,0.0,0.0,0,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
0,37,397,7,4,1,30,3,3,3,13664,25258,4.0,13,3,1,0,16.0,3,4,5,2.0,0.0,2.0,4554.666666666667,0.3333333333333333,0.0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0,46,945,5,2,2,80,3,2,2,5021,10425,8.0,22,4,4,1,16.0,2,3,4,2.0,0.0,2.0,2510.5,0.4,0.0,0,0,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True
0,30,852,1,1,4,55,2,2,4,5126,15998,1.0,12,3,3,2,10.0,1,2,10,8.0,3.0,0.0,2563.0,0.7272727272727273,0.2727272727272727,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
0,35,1214,1,3,2,30,2,1,3,2859,26278,1.0,18,3,1,0,6.0,3,3,6,4.0,0.0,4.0,2859.0,0.5714285714285714,0.0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,55,111,1,2,1,70,3,3,4,10239,18092,3.0,14,3,4,1,24.0,4,3,1,0.0,1.0,0.0,3413.0,0.0,0.5,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,38,573,6,3,2,79,1,2,4,5329,15717,7.0,12,3,4,3,17.0,3,3,13,11.0,1.0,9.0,2664.5,0.7857142857142857,0.07142857142857142,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,34,1153,1,2,1,94,3,2,2,4325,17736,1.0,15,3,3,0,5.0,2,3,5,2.0,1.0,3.0,2162.5,0.3333333333333333,0.16666666666666666,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0,56,1400,7,3,4,49,1,3,4,7260,21698,4.0,11,3,1,0,28.5,3,2,6,4.0,0.0,2.0,2420.0,0.5714285714285714,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,23,541,2,1,3,62,3,1,1,2322,9518,3.0,13,3,3,1,3.0,3,3,0,0.0,0.0,0.0,2322.0,0.0,0.0,0,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
0,51,432,9,4,4,96,3,1,4,2075,18725,3.0,23,4,2,2,10.0,4,3,4,2.0,0.0,3.0,2075.0,0.4,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0,30,288,2,3,3,99,2,2,4,4152,15830,1.0,19,3,1,3,11.0,3,3,11,10.0,7.5,8.0,2076.0,0.8333333333333334,0.625,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,46,669,9,2,3,64,2,3,4,9619,13596,1.0,16,3,4,0,9.0,3,3,9,8.0,4.0,7.0,3206.3333333333335,0.8,0.4,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,40,530,1,4,3,78,2,4,2,13503,14115,1.0,22,4,4,1,22.0,3,2,18,3.0,7.5,11.0,3375.75,0.15789473684210525,0.39473684210526316,1,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,51,632,21,4,3,71,3,2,4,5441,8423,0.0,22,4,4,0,11.0,2,1,10,7.0,1.0,0.0,2720.5,0.6363636363636364,0.09090909090909091,0,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
0,30,1334,4,2,3,63,2,2,2,5209,19760,1.0,12,3,2,3,11.0,4,2,11,8.0,2.0,7.0,2604.5,0.6666666666666666,0.16666666666666666,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,46,638,1,3,3,40,2,3,1,10673,3142,2.0,13,3,3,1,21.0,5,2,10,9.0,7.5,5.0,3557.6666666666665,0.8181818181818182,0.6818181818181818,1,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0,32,1093,6,4,2,87,3,2,3,5010,24301,1.0,16,3,1,0,12.0,0,3,11,8.0,5.0,7.0,2505.0,0.6666666666666666,0.4166666666666667,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,54,1217,2,4,1,60,3,3,3,13549,24001,8.5,12,3,1,1,16.0,5,1,4,3.0,0.0,3.0,4516.333333333333,0.6,0.0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,24,1353,3,2,1,33,3,2,3,4999,17519,0.0,21,4,1,1,4.0,2,2,3,2.0,0.0,2.0,2499.5,0.5,0.0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,28,120,4,3,2,43,3,2,3,4221,8863,1.0,15,3,2,0,5.0,3,4,5,4.0,0.0,4.0,2110.5,0.6666666666666666,0.0,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,58,682,10,4,4,37,3,4,3,13872,24409,0.0,13,3,3,0,28.5,1,2,18,10.0,1.0,8.0,3468.0,0.5263157894736842,0.05263157894736842,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,44,489,23,3,2,67,3,2,2,2042,25043,4.0,12,3,3,1,17.0,3,4,3,2.0,1.0,2.0,1021.0,0.5,0.25,0,1,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
1,37,807,6,4,3,63,3,1,1,2073,23648,4.0,22,4,4,0,7.0,3,3,3,2.0,0.0,2.0,2073.0,0.5,0.0,0,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
0,32,827,1,1,4,71,3,1,1,2956,15178,1.0,13,3,4,0,1.0,2,3,1,0.0,0.0,0.0,2956.0,0.0,0.0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,20,871,6,3,4,66,2,1,4,2926,19783,1.0,18,3,2,0,1.0,5,3,1,0.0,1.0,0.0,2926.0,0.0,0.5,1,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
0,34,665,6,4,1,41,3,2,3,4809,12482,1.0,14,3,3,0,16.0,3,3,16,13.0,2.0,10.0,2404.5,0.7647058823529411,0.11764705882352941,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
